path,file_type,size_bytes,mtime_iso,git_status,tracked
public/data/help/fishbone.json,.json,2943,2026-08-21T08:27:54.016469,,untracked
public/data/help/psoe_audit.json,.json,2912,2026-08-20T15:35:59.948011,,untracked
public/data/help/sram_bowtie.json,.json,5028,2026-08-20T15:35:59.949017,,untracked
public/data/help/team_admin.json,.json,2750,2026-08-20T15:35:59.950015,,untracked
public/docs/beta/index.html,.html,12139,2026-08-20T15:35:59.950015,,untracked
public/docs/tenant-guide/01-getting-started/1.0-overview.md,.md,4804,2026-08-10T18:27:36.094090,,untracked
public/docs/tenant-guide/02-account-setup/1.0-account-profile-setup.md,.md,5114,2026-08-11T07:08:50.338806,,untracked
public/docs/tenant-guide/03-safety-reporting/1.0-vsr-mor-submission.md,.md,5633,2026-08-04T08:06:52.320030,,untracked
public/docs/tenant-guide/manifest.json,.json,838,2026-08-02T11:34:38.405717,,untracked
public/docs/tenant-guide/templates/STEP_DOCUMENTATION_TEMPLATE.md,.md,2382,2026-07-30T10:23:22.687696,,untracked
public/favicon.ico,.ico,655,2026-07-27T17:46:08.976226,,untracked
public/favicon.svg,.svg,758,2026-07-27T17:46:08.978159,,untracked
public/flight_diversions/create.html,.html,11370,2026-08-19T09:00:43.132279,,untracked
public/flight_diversions/detail.html,.html,18679,2026-08-19T09:00:43.132279,,untracked
public/flight_diversions/index.html,.html,15217,2026-08-24T09:55:45.449540,,untracked
public/hazards/approve_closure.html,.html,10629,2026-08-19T09:00:43.134283,,untracked
public/hazards/create.html,.html,16382,2026-08-19T09:00:43.135283,,untracked
public/hazards/detail.html,.html,29587,2026-08-20T15:35:59.951017,,untracked
public/hazards/index.html,.html,19052,2026-08-19T09:00:43.137283,,untracked
public/hazards/verify.html,.html,12813,2026-08-19T09:00:43.138282,,untracked
public/images/ghanshyam-acharya.jpg,.jpg,43277,2026-08-06T12:52:07.473718,,untracked
public/images/screenshots/old_screenshot-1.jpg,.jpg,58001,2026-08-06T13:10:47.592812,,untracked
public/images/screenshots/old_screenshot-2.jpg,.jpg,45714,2026-08-06T13:10:47.603814,,untracked
public/images/screenshots/screenshot-1.png,.png,166184,2026-08-11T19:19:25.521631,,untracked
public/images/screenshots/screenshot-2.png,.png,94662,2026-08-11T19:23:20.447860,,untracked
public/images/screenshots/screenshot-3.jpg,.jpg,41308,2026-08-06T13:10:47.610812,,untracked
public/images/screenshots/screenshot-4.jpg,.jpg,43820,2026-08-06T13:10:47.616815,,untracked
public/images/screenshots/screenshot-5.jpg,.jpg,50180,2026-08-06T13:10:47.626812,,untracked
public/images/screenshots/screenshot-6.jpg,.jpg,49332,2026-08-06T13:10:47.633815,,untracked
public/index.html,.html,50340,2026-08-23T16:19:52.002258,,untracked
public/join.html,.html,20248,2026-08-19T12:09:18.473823,,untracked
public/js/admin-credentials.js,.js,20072,2026-08-07T14:54:16.235398,,untracked
public/js/admin.js,.js,6676,2026-08-19T06:14:25.015301,,untracked
public/js/api/client.js,.js,6704,2026-08-24T09:04:46.249936,,untracked
public/js/api/dashboard.js,.js,1080,2026-08-11T19:52:58.350017,,untracked
public/js/app.js,.js,507,2026-07-27T06:00:25.806148,,untracked
public/js/can_cap.js,.js,6040,2026-08-12T16:51:05.147619,,untracked
public/js/chart-theme.js,.js,1102,2026-08-19T09:00:43.140281,,untracked
public/js/components/copilot-widget.js,.js,22340,2026-08-24T08:27:22.836737,,untracked
public/js/dashboard-nav.js,.js,2479,2026-08-12T11:21:45.794983,,untracked
public/js/dashboard-render.js,.js,11411,2026-08-13T10:37:25.424093,,untracked
public/js/dashboard-utils.js,.js,2915,2026-08-20T15:35:59.954017,,untracked
public/js/dashboard.js,.js,28075,2026-08-24T09:54:36.483142,,untracked
public/js/demo-analytics.js,.js,7214,2026-08-21T19:59:44.946379,,untracked
public/js/demo-prospects.js,.js,9428,2026-08-21T21:56:41.687094,,untracked
public/js/department_resolver.js,.js,9969,2026-08-17T12:58:23.034356,,untracked
public/js/feedback.js,.js,9479,2026-08-09T21:23:02.648488,,untracked
public/js/firebase.js,.js,39213,2026-08-24T09:05:11.411935,,untracked
public/js/fishbone.js,.js,19097,2026-08-21T08:26:20.614348,,untracked
public/js/flight_diversions.js,.js,2327,2026-07-28T11:38:48.590826,,untracked
public/js/hazards.js,.js,4241,2026-08-20T15:35:59.956016,,untracked
public/js/help-drawer.js,.js,10565,2026-08-20T15:35:59.957013,,untracked
public/js/input_guard.js,.js,6273,2026-08-19T12:09:00.148664,,untracked
public/js/main.js,.js,3061,2026-08-06T13:11:31.322771,,untracked
public/js/mor.js,.js,21288,2026-08-17T12:59:57.108963,,untracked
public/js/psoe.js,.js,31879,2026-08-20T16:24:24.176671,,untracked
public/js/report.js,.js,7101,2026-08-20T15:35:59.957013,,untracked
public/js/reports.js,.js,2503,2026-07-28T08:54:06.819269,,untracked
public/js/risk_matrix.js,.js,13857,2026-08-20T15:35:59.957013,,untracked
public/js/shell.js,.js,15382,2026-08-24T09:05:16.654463,,untracked
public/js/srm.js,.js,73740,2026-08-21T09:54:54.891629,,untracked
public/js/team.js,.js,12208,2026-08-20T15:35:59.959015,,untracked
public/js/tenant.js,.js,5094,2026-08-18T19:11:21.737203,,untracked
public/js/tenant_context.js,.js,17240,2026-08-24T09:04:31.253679,,untracked
public/js/verification.js,.js,1525,2026-07-28T08:44:58.697421,,untracked
public/js/vsr.js,.js,17912,2026-08-17T12:59:53.260389,,untracked
public/login.html,.html,25135,2026-08-24T09:05:40.026858,,untracked
public/portal/dashboards/caan.html,.html,7937,2026-08-23T15:55:30.842503,,untracked
public/portal/dashboards/caan.js,.js,4566,2026-08-11T09:11:41.455871,,untracked
public/portal/dashboards/dashboard.js,.js,8420,2026-08-11T09:11:23.979069,,untracked
public/portal/dashboards/safety.html,.html,10699,2026-08-23T15:55:32.342266,,untracked
public/portal/index.html,.html,3573,2026-08-19T09:00:43.144284,,untracked
public/portal/survey/index.html,.html,1172,2026-08-19T09:00:43.144284,,untracked
public/privacy.html,.html,20976,2026-08-23T15:55:18.788273,,untracked
public/register.html,.html,17137,2026-08-19T12:09:14.758380,,untracked
public/report/detail.html,.html,24416,2026-08-20T15:35:59.960017,,untracked
public/report/mor.html,.html,39530,2026-08-19T09:00:43.148277,,untracked
public/report/vsr.html,.html,34571,2026-08-19T09:00:43.148277,,untracked
public/reports/generate.html,.html,9449,2026-08-19T09:00:43.149284,,untracked
public/reports/index.html,.html,10906,2026-08-19T09:00:43.150283,,untracked
public/reports/view.html,.html,15571,2026-08-24T09:55:16.997536,,untracked
public/risk-trends.html,.html,14751,2026-08-24T09:56:48.833608,,untracked
public/safety.html,.html,20923,2026-08-23T19:20:03.275090,,untracked
public/settings/team.html,.html,10491,2026-08-20T15:35:59.963017,,untracked
public/styles/global.css,.css,21938,2026-08-19T11:37:57.624840,,untracked
public/survey/app.js,.js,23084,2026-08-21T21:46:45.437981,,untracked
public/survey/default_q.js,.js,15573,2026-08-21T21:41:06.419737,,untracked
public/survey/index.html,.html,9209,2026-08-19T11:37:57.625844,,untracked
public/survey/style.css,.css,11533,2026-08-07T19:09:17.203094,,untracked
public/terms.html,.html,22061,2026-08-23T15:55:19.250083,,untracked
public/top-hazards.html,.html,13454,2026-08-24T09:55:01.086692,,untracked
quick_check.py,.py,390,2026-08-23T13:20:33.255756,,tracked
README.md,.md,7481,2026-08-24T06:43:36.538956,,tracked
render.yaml,.yaml,426,2026-08-24T18:38:30.866549,,tracked
replace_footer.py,.py,1032,2026-08-23T13:56:10.066346,,tracked
replace_footer2.py,.py,1128,2026-08-23T13:56:30.331108,,tracked
ROADMAP.md,.md,3105,2026-08-24T06:43:29.252639,,tracked
safety_orig.html,.html,19622,2026-08-23T05:21:45.519503,,tracked
scripts/firebase/backfill_normalize.py,.py,4715,2026-08-09T20:18:41.253211,,untracked
scripts/firebase/backups/hazards-backup-sms-db-beta-2026-08-07-08-35-44.json,.json,50559,2026-08-07T14:20:44.862349,,untracked
scripts/firebase/backups/hazards-backup-sms-db-beta-2026-08-07-08-36-24.json,.json,16106,2026-08-07T14:21:24.565111,,untracked
scripts/firebase/browser-console-check.js,.js,4878,2026-08-09T20:10:31.003400,,untracked
scripts/firebase/check-sita-air.js,.js,2948,2026-08-06T16:16:36.933887,,untracked
scripts/firebase/cleanup-junk-hazards.js,.js,3822,2026-08-10T14:46:48.640128,,untracked
scripts/firebase/db-probe.js,.js,1308,2026-08-07T14:09:15.824822,,untracked
scripts/firebase/delete-users.js,.js,717,2026-07-26T19:52:39.097626,,untracked
scripts/firebase/dump-junk-hazards.js,.js,2009,2026-08-07T14:12:45.076322,,untracked
scripts/firebase/inspect-hazards.js,.js,4055,2026-08-07T14:10:46.360162,,untracked
scripts/firebase/inspect-report-hazard-link.js,.js,5271,2026-08-10T14:31:40.952203,,untracked
scripts/firebase/list-databases.js,.js,3171,2026-08-07T14:08:42.617024,,untracked
scripts/firebase/list_tenants.py,.py,1466,2026-08-09T20:18:04.263930,,untracked
scripts/firebase/repro-500.py,.py,5213,2026-08-09T20:01:35.658453,,untracked
scripts/firebase/seed-extra-hazards.js,.js,6814,2026-08-10T13:20:01.391626,,untracked
scripts/firebase/set-claims.js,.js,1397,2026-07-26T20:02:44.968919,,untracked
scripts/firebase/verify-claims.js,.js,1152,2026-07-26T20:04:19.114275,,untracked
scripts/firebase/verify-feedback.js,.js,4707,2026-08-09T21:31:06.674424,,untracked
scripts/firebase/verify-reporting.js,.js,4425,2026-08-09T21:18:55.205680,,untracked
scripts/firebase/verify-risk-trends.js,.js,2635,2026-08-09T21:14:54.226813,,untracked
scripts/firebase/verify_beta_hazards_reports.py,.py,2756,2026-08-09T20:27:30.371352,,untracked
scripts/fix-tenant-ids.py,.py,1044,2026-07-29T10:00:19.137843,,untracked
scripts/provision-20-airlines.js,.js,4610,2026-08-02T10:43:55.074133,,untracked
scripts/seed/check_seed.py,.py,778,2026-08-02T10:44:16.764402,,untracked
scripts/seed/run_seed.py,.py,1161,2026-08-02T10:44:06.128961,,untracked
src/layouts/BaseLayout.astro,.astro,2770,2026-07-27T17:46:09.017601,,untracked
src/pages/index.astro,.astro,7660,2026-07-27T17:46:09.020638,,untracked
src/styles/global.css,.css,62,2026-07-27T17:46:09.023179,,untracked
start_demo.bat,.bat,2332,2026-08-23T21:37:46.479964,,tracked
storage/storage.rules,.rules,2028,2026-08-22T07:01:07.260992,,untracked
Survey Questions for AviaSAFE-SMS.pdf,.pdf,60911,2026-08-17T10:34:22.136197,,tracked
Survey Questions for AviaSAFE-SMS.txt,.txt,10988,2026-08-17T10:34:10.284879,,tracked
tailwind.config.mjs,.mjs,660,2026-08-18T19:11:21.762722,,tracked
tests/e2e/e2e_auth.py,.py,2628,2026-08-04T13:22:31.773162,,untracked
tests/e2e/e2e_diag.py,.py,5099,2026-08-04T13:22:31.796162,,untracked
tests/e2e/e2e_route_check.py,.py,2351,2026-07-28T14:53:13.984787,,untracked
tests/e2e/e2e_setup_claims.py,.py,1122,2026-08-02T10:44:24.646089,,untracked
tests/e2e/e2e_test.py,.py,16538,2026-08-04T13:22:31.800169,,untracked
tests/e2e/e2e_test2.py,.py,12566,2026-08-04T13:22:31.802167,,untracked
tests/e2e/e2e_tokens.json,.json,4003,2026-07-28T14:43:09.165114,,untracked
tests/e2e/live_validation.py,.py,16262,2026-08-05T06:04:47.617964,,untracked
tests/e2e/test_dash.py,.py,832,2026-08-04T13:22:31.805165,,untracked
tests/README.md,.md,3708,2026-08-05T06:26:34.360166,,untracked
tests/test_security_boundaries.py,.py,0,2026-08-22T13:36:30.715208,,untracked
tsconfig.json,.json,114,2026-07-27T17:46:09.026226,,tracked
UAT_DEFECT_REGISTER.md,.md,20211,2026-08-05T06:27:30.982923,,tracked
verify_fix.py,.py,810,2026-08-23T13:19:43.888683,,tracked
